Client,CustomerAccountNumber,AdjustmentTypeCode,EffectiveOn,SundryTypeCode,Amount,Reference,GLAccountCode,GLDescription,Reserved1,Reserved2
WFE France,15309270,TBSUB,8/1/2020,6302,1.8,VIN10712,G15,Badge Telepeage - Remboursement Abonnement Juin1000004689,,
WFE France,15309270,TBSUB,8/1/2020,6302,1.8,VIN10713,G15,Badge Telepeage - Remboursement Abonnement Juin1000004689,,
WFE France,15309270,TBSUB,8/1/2020,6302,1.8,VIN10714,G15,Badge Telepeage - Remboursement Abonnement Juin1000004689,,
WFE France,15309270,TBSUB,8/1/2020,6302,1.8,VIN10715,G15,Badge Telepeage - Remboursement Abonnement Juin1000004689,,
WFE France,15309270,TBSUB,8/1/2020,6302,1.8,VIN10716,G15,Badge Telepeage - Remboursement Abonnement Juin1000004689,,
WFE France,15309270,TBSUB,8/1/2020,6302,1.8,VIN10717,G15,Badge Telepeage - Remboursement Abonnement Juin1000004689,,
WFE France,15309270,TBSUB,8/1/2020,6302,1.8,VIN10718,G15,Badge Telepeage - Remboursement Abonnement Juin1000004689,,
WFE France,15309270,TBSUB,8/1/2020,6302,1.8,VIN10719,G15,Badge Telepeage - Remboursement Abonnement Juin1000004689,,
WFE France,15309270,TBSUB,8/1/2020,6302,1.8,VIN10720,G15,Badge Telepeage - Remboursement Abonnement Juin1000004689,,
WFE France,15309270,TBSUB,8/1/2020,6302,1.8,VIN10721,G15,Badge Telepeage - Remboursement Abonnement Juin1000004689,,
WFE France,15309270,TBSUB,8/1/2020,6302,1.8,VIN10722,G15,Badge Telepeage - Remboursement Abonnement Juin1000004689,,
WFE France,15309270,TBSUB,8/1/2020,6302,1.8,VIN10723,G15,Badge Telepeage - Remboursement Abonnement Juin1000004689,,
WFE France,15309272,TBSUB,8/1/2020,6302,1.8,VIN10724,G15,Badge Telepeage - Remboursement Abonnement Juin1000005075,,
WFE France,15309272,TBSUB,8/1/2020,6302,1.8,VIN10725,G15,Badge Telepeage - Remboursement Abonnement Juin1000005075,,
WFE France,15309272,TBSUB,8/1/2020,6302,1.8,VIN10726,G15,Badge Telepeage - Remboursement Abonnement Juin1000005075,,
WFE France,15309272,TBSUB,8/1/2020,6302,1.8,VIN10727,G15,Badge Telepeage - Remboursement Abonnement Juin1000005075,,
WFE France,15309272,TBSUB,8/1/2020,6302,1.8,VIN10728,G15,Badge Telepeage - Remboursement Abonnement Juin1000005075,,
WFE France,15309272,TBSUB,8/1/2020,6302,1.8,VIN10729,G15,Badge Telepeage - Remboursement Abonnement Juin1000005075,,
WFE France,15309272,TBSUB,8/1/2020,6302,1.8,VIN10730,G15,Badge Telepeage - Remboursement Abonnement Juin1000005075,,
WFE France,15309272,TBSUB,8/1/2020,6302,1.8,VIN10731,G15,Badge Telepeage - Remboursement Abonnement Juin1000005075,,
WFE France,15309272,TBSUB,8/1/2020,6302,1.8,VIN10732,G15,Badge Telepeage - Remboursement Abonnement Juin1000005075,,
WFE France,15309272,TBSUB,8/1/2020,6302,1.8,VIN10733,G15,Badge Telepeage - Remboursement Abonnement Juin1000005075,,
WFE France,15309272,TBSUB,8/1/2020,6302,1.8,VIN10734,G15,Badge Telepeage - Remboursement Abonnement Juin1000005075,,
WFE France,15309276,TBSUB,8/1/2020,6302,1.8,VIN10735,G15,Badge Telepeage - Remboursement Abonnement Juin1000003914,,
WFE France,15309276,TBSUB,8/1/2020,6302,1.8,VIN10736,G15,Badge Telepeage - Remboursement Abonnement Juin1000003914,,
WFE France,15309276,TBSUB,8/1/2020,6302,1.8,VIN10737,G15,Badge Telepeage - Remboursement Abonnement Juin1000003914,,
WFE France,15309276,TBSUB,8/1/2020,6302,1.8,VIN10738,G15,Badge Telepeage - Remboursement Abonnement Juin1000003914,,
WFE France,15309276,TBSUB,8/1/2020,6302,1.8,VIN10739,G15,Badge Telepeage - Remboursement Abonnement Juin1000003914,,
WFE France,15309301,TBSUB,8/1/2020,6302,1.8,VIN10740,G15,Badge Telepeage - Remboursement Abonnement Juin1000002733,,
WFE France,15309301,TBSUB,8/1/2020,6302,1.8,VIN10741,G15,Badge Telepeage - Remboursement Abonnement Juin1000002733,,
WFE France,15309301,TBSUB,8/1/2020,6302,1.8,VIN10742,G15,Badge Telepeage - Remboursement Abonnement Juin1000002733,,
WFE France,15309301,TBSUB,8/1/2020,6302,1.8,VIN10743,G15,Badge Telepeage - Remboursement Abonnement Juin1000002733,,
WFE France,15309301,TBSUB,8/1/2020,6302,1.8,VIN10744,G15,Badge Telepeage - Remboursement Abonnement Juin1000002733,,
WFE France,15309318,TBSUB,8/1/2020,6302,1.8,VIN10745,G15,Badge Telepeage - Remboursement Abonnement Juin1000004011,,
WFE France,15309318,TBSUB,8/1/2020,6302,1.8,VIN10746,G15,Badge Telepeage - Remboursement Abonnement Juin1000004011,,
WFE France,15309318,TBSUB,8/1/2020,6302,1.8,VIN10747,G15,Badge Telepeage - Remboursement Abonnement Juin1000004011,,
WFE France,15309318,TBSUB,8/1/2020,6302,1.8,VIN10748,G15,Badge Telepeage - Remboursement Abonnement Juin1000004011,,
WFE France,15309318,TBSUB,8/1/2020,6302,1.8,VIN10749,G15,Badge Telepeage - Remboursement Abonnement Juin1000004011,,
WFE France,15309318,TBSUB,8/1/2020,6302,1.8,VIN10750,G15,Badge Telepeage - Remboursement Abonnement Juin1000004011,,
WFE France,15309318,TBSUB,8/1/2020,6302,1.8,VIN10751,G15,Badge Telepeage - Remboursement Abonnement Juin1000004011,,
WFE France,15309318,TBSUB,8/1/2020,6302,1.8,VIN10752,G15,Badge Telepeage - Remboursement Abonnement Juin1000004011,,
WFE France,15309318,TBSUB,8/1/2020,6302,1.8,VIN10753,G15,Badge Telepeage - Remboursement Abonnement Juin1000004011,,
WFE France,15309318,TBSUB,8/1/2020,6302,1.8,VIN10754,G15,Badge Telepeage - Remboursement Abonnement Juin1000004011,,
WFE France,15309318,TBSUB,8/1/2020,6302,1.8,VIN10755,G15,Badge Telepeage - Remboursement Abonnement Juin1000004011,,
WFE France,15309318,TBSUB,8/1/2020,6302,1.8,VIN10756,G15,Badge Telepeage - Remboursement Abonnement Juin1000004011,,
WFE France,15309318,TBSUB,8/1/2020,6302,1.8,VIN10757,G15,Badge Telepeage - Remboursement Abonnement Juin1000004011,,
WFE France,15309318,TBSUB,8/1/2020,6302,1.8,VIN10758,G15,Badge Telepeage - Remboursement Abonnement Juin1000004011,,
WFE France,15309318,TBSUB,8/1/2020,6302,1.8,VIN10759,G15,Badge Telepeage - Remboursement Abonnement Juin1000004011,,
WFE France,15309318,TBSUB,8/1/2020,6302,1.8,VIN10760,G15,Badge Telepeage - Remboursement Abonnement Juin1000004011,,
WFE France,15309318,TBSUB,8/1/2020,6302,1.8,VIN10761,G15,Badge Telepeage - Remboursement Abonnement Juin1000004011,,
WFE France,15309318,TBSUB,8/1/2020,6302,1.8,VIN10762,G15,Badge Telepeage - Remboursement Abonnement Juin1000004011,,
WFE France,15309318,TBSUB,8/1/2020,6302,1.8,VIN10763,G15,Badge Telepeage - Remboursement Abonnement Juin1000004011,,
WFE France,15309318,TBSUB,8/1/2020,6302,1.8,VIN10764,G15,Badge Telepeage - Remboursement Abonnement Juin1000004011,,
WFE France,15309318,TBSUB,8/1/2020,6302,1.8,VIN10765,G15,Badge Telepeage - Remboursement Abonnement Juin1000004011,,
WFE France,15309318,TBSUB,8/1/2020,6302,1.8,VIN10766,G15,Badge Telepeage - Remboursement Abonnement Juin1000004011,,
WFE France,15309318,TBSUB,8/1/2020,6302,1.8,VIN10767,G15,Badge Telepeage - Remboursement Abonnement Juin1000004011,,
WFE France,15309318,TBSUB,8/1/2020,6302,1.8,VIN10768,G15,Badge Telepeage - Remboursement Abonnement Juin1000004011,,
WFE France,15309318,TBSUB,8/1/2020,6302,1.8,VIN10769,G15,Badge Telepeage - Remboursement Abonnement Juin1000004011,,
WFE France,15309318,TBSUB,8/1/2020,6302,1.8,VIN10770,G15,Badge Telepeage - Remboursement Abonnement Juin1000004011,,
WFE France,15309318,TBSUB,8/1/2020,6302,1.8,VIN10771,G15,Badge Telepeage - Remboursement Abonnement Juin1000004011,,
WFE France,15309367,TBSUB,8/1/2020,6302,1.8,VIN10772,G15,Badge Telepeage - Remboursement Abonnement Juin1000005237,,
WFE France,15309367,TBSUB,8/1/2020,6302,1.8,VIN10773,G15,Badge Telepeage - Remboursement Abonnement Juin1000005237,,
WFE France,15309367,TBSUB,8/1/2020,6302,1.8,VIN10774,G15,Badge Telepeage - Remboursement Abonnement Juin1000005237,,
WFE France,15309367,TBSUB,8/1/2020,6302,1.8,VIN10775,G15,Badge Telepeage - Remboursement Abonnement Juin1000005237,,
WFE France,15309367,TBSUB,8/1/2020,6302,1.8,VIN10776,G15,Badge Telepeage - Remboursement Abonnement Juin1000005237,,
WFE France,15309367,TBSUB,8/1/2020,6302,1.8,VIN10777,G15,Badge Telepeage - Remboursement Abonnement Juin1000005237,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10778,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10779,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10780,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10781,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10782,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10783,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10784,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10785,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10786,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10787,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10788,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10789,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10790,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10791,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10792,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10793,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10794,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10795,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10796,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10797,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10798,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10799,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10800,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10801,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10802,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10803,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10804,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10805,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10806,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10807,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10808,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10809,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10810,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10811,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10812,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10813,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10814,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10815,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10816,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10817,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10818,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10819,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10820,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10821,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10822,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10823,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10824,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10825,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10826,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10827,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10828,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10829,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10830,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10831,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10832,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10833,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10834,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10835,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10836,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10837,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309368,TBSUB,8/1/2020,6302,1.8,VIN10838,G15,Badge Telepeage - Remboursement Abonnement Juin1000005038,,
WFE France,15309628,TBSUB,8/1/2020,6302,1.8,VIN10839,G15,Badge Telepeage - Remboursement Abonnement Juin1000005979,,
WFE France,15309634,TBSUB,8/1/2020,6302,1.8,VIN10840,G15,Badge Telepeage - Remboursement Abonnement Juin1000006232,,
WFE France,15309634,TBSUB,8/1/2020,6302,1.8,VIN10841,G15,Badge Telepeage - Remboursement Abonnement Juin1000006232,,
WFE France,15309680,TBSUB,8/1/2020,6302,1.8,VIN10842,G15,Badge Telepeage - Remboursement Abonnement Juin1000002735,,
WFE France,15309680,TBSUB,8/1/2020,6302,1.8,VIN10843,G15,Badge Telepeage - Remboursement Abonnement Juin1000002735,,
WFE France,15309680,TBSUB,8/1/2020,6302,1.8,VIN10844,G15,Badge Telepeage - Remboursement Abonnement Juin1000002735,,
WFE France,15309680,TBSUB,8/1/2020,6302,1.8,VIN10845,G15,Badge Telepeage - Remboursement Abonnement Juin1000002735,,
WFE France,15309680,TBSUB,8/1/2020,6302,1.8,VIN10846,G15,Badge Telepeage - Remboursement Abonnement Juin1000002735,,
WFE France,15309680,TBSUB,8/1/2020,6302,1.8,VIN10847,G15,Badge Telepeage - Remboursement Abonnement Juin1000002735,,
WFE France,15309680,TBSUB,8/1/2020,6302,1.8,VIN10848,G15,Badge Telepeage - Remboursement Abonnement Juin1000002735,,
WFE France,15309680,TBSUB,8/1/2020,6302,1.8,VIN10849,G15,Badge Telepeage - Remboursement Abonnement Juin1000002735,,
WFE France,15309680,TBSUB,8/1/2020,6302,1.8,VIN10850,G15,Badge Telepeage - Remboursement Abonnement Juin1000002735,,
WFE France,15309680,TBSUB,8/1/2020,6302,1.8,VIN10851,G15,Badge Telepeage - Remboursement Abonnement Juin1000002735,,
WFE France,15309699,TBSUB,8/1/2020,6302,1.8,VIN10852,G15,Badge Telepeage - Remboursement Abonnement Juin1000006711,,
WFE France,15309699,TBSUB,8/1/2020,6302,1.8,VIN10853,G15,Badge Telepeage - Remboursement Abonnement Juin1000006711,,
WFE France,15309699,TBSUB,8/1/2020,6302,1.8,VIN10854,G15,Badge Telepeage - Remboursement Abonnement Juin1000006711,,
WFE France,15309699,TBSUB,8/1/2020,6302,1.8,VIN10855,G15,Badge Telepeage - Remboursement Abonnement Juin1000006711,,
WFE France,15309699,TBSUB,8/1/2020,6302,1.8,VIN10856,G15,Badge Telepeage - Remboursement Abonnement Juin1000006711,,
WFE France,15309699,TBSUB,8/1/2020,6302,1.8,VIN10857,G15,Badge Telepeage - Remboursement Abonnement Juin1000006711,,
WFE France,15309699,TBSUB,8/1/2020,6302,1.8,VIN10858,G15,Badge Telepeage - Remboursement Abonnement Juin1000006711,,
WFE France,15309699,TBSUB,8/1/2020,6302,1.8,VIN10859,G15,Badge Telepeage - Remboursement Abonnement Juin1000006711,,
WFE France,15309718,TBSUB,8/1/2020,6302,1.8,VIN10860,G15,Badge Telepeage - Remboursement Abonnement Juin1000002736,,
WFE France,15309718,TBSUB,8/1/2020,6302,1.8,VIN10861,G15,Badge Telepeage - Remboursement Abonnement Juin1000002736,,
WFE France,15309718,TBSUB,8/1/2020,6302,1.8,VIN10862,G15,Badge Telepeage - Remboursement Abonnement Juin1000002736,,
WFE France,15309718,TBSUB,8/1/2020,6302,1.8,VIN10863,G15,Badge Telepeage - Remboursement Abonnement Juin1000002736,,
WFE France,15309718,TBSUB,8/1/2020,6302,1.8,VIN10864,G15,Badge Telepeage - Remboursement Abonnement Juin1000002736,,
WFE France,15309718,TBSUB,8/1/2020,6302,1.8,VIN10865,G15,Badge Telepeage - Remboursement Abonnement Juin1000002736,,
WFE France,15309718,TBSUB,8/1/2020,6302,1.8,VIN10866,G15,Badge Telepeage - Remboursement Abonnement Juin1000002736,,
WFE France,15309718,TBSUB,8/1/2020,6302,1.8,VIN10867,G15,Badge Telepeage - Remboursement Abonnement Juin1000002736,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10868,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10869,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10870,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10871,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10872,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10873,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10874,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10875,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10876,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10877,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10878,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10879,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10880,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10881,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10882,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10883,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10884,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10885,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10886,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10887,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10888,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10889,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10890,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10891,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10892,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10893,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10894,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10895,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10896,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10897,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10898,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10899,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10900,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10901,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10902,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10903,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10904,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10905,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10906,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10907,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10908,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10909,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10910,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10911,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10912,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10913,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10914,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10915,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10916,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10917,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
WFE France,15309766,TBSUB,8/1/2020,6302,1.5,VIN10918,G15,Badge Telepeage - Remboursement Abonnement Juin1000006128,,
